file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
Queensrÿche - Anybody Listening.m4a,1698452266855,478.36,2024-12-02 17:26:08,30,10,3,1710585158259,1710584739947,1710585556780,1710585630176,1710591169638,1713511281128,1713507592450,1713508235742,1713510572681,1713511814145,1713508009435,179,243,447
Queensrÿche - Jet City Woman.m4a,1698451149241,321.57,2024-12-02 17:26:12,30,10,3,1710594038314,1710592420495,1710589684195,1710590130183,1710589004662,1713510762682,1713513508667,1713511290546,1713509927943,1713513039648,1713512665437,72,89,240
Queensrÿche - Real World.m4a,1698458258101,263.57,2024-12-02 17:26:17,30,10,3,1710593137279,1710589484967,1710589537270,1710584766405,1710590915538,1713510927687,1713512557982,1713512716165,1713508790273,1713510115142,1713510081019,42,181,197
Queensrÿche - Silent Lucidity.m4a,1698453482260,345.83,2024-12-02 17:26:22,30,10,3,1710588762143,1710594220509,1710596337478,1710595163999,1710590886049,1713511098141,1713512039041,1713510054830,1713509391767,1713511561736,1713511674026,111,133,325
R.E.M. - Bang and Blame.m4a,1698455164697,327.51,2024-12-02 17:26:26,30,10,3,1710593847915,1710591142907,1710594887795,1710590661466,1710597307153,1713508844723,1713514024450,1713514043516,1713511278420,1713512246372,1713509882163,230,265,271
R.E.M. - Bittersweet Me.m4a,1698453796104,245.27,2024-12-02 17:26:31,30,10,3,1710596277454,1710591865749,1710594230193,1710597940679,1710597760359,1713509096560,1713510062008,1713509886370,1713511916426,1713512191057,1713509494968,53,78,85
R.E.M. - Daysleeper.m4a,1698460520602,219.6,2024-12-02 17:26:35,30,10,3,1710590024811,1710592554586,1710592066987,1710595859742,1710596137601,1713509440632,1713510654410,1713509694468,1713509180618,1713511722153,1713508955569,37,57,63
R.E.M. - Drive.m4a,1698462922867,271.37,2024-12-02 17:26:39,30,10,3,1710589699142,1710592940994,1710593019790,1710589950682,1710597707958,1713510630853,1713512339063,1713509266902,1713511091187,1713509699316,1713514624247,86,171,177
R.E.M. - E-Bow The Letter (Remastered).m4a,1698450417570,324.44,2024-12-02 17:26:43,30,10,3,1710591177400,1710598542679,1710600362004,1710591412599,1710590709542,1713511712929,1713509528982,1713510627899,1713512898490,1713514489724,1713509115887,115,194,295
R.E.M. - Ignoreland.m4a,1698459447936,267.45,2024-12-02 17:26:48,30,10,3,1710590589171,1710599694389,1710598501799,1710596492838,1710595798967,1713515094107,1713511256893,1713510112567,1713510037548,1713511147143,1713514276411,138,169,208
R.E.M. - Losing My Religion.m4a,1698458430637,268.43,2024-12-02 17:26:52,30,10,3,1710595273656,1710601506415,1710593757276,1710598163633,1710599893992,1713510980616,1713510126566,1713511300435,1713509782970,1713512339488,1713512697153,101,239,251
R.E.M. - Man On the Moon.m4a,1698455903751,313.73,2024-12-02 17:26:57,30,10,3,1710602343816,1710594868340,1710595419624,1710595451645,1710600553600,1713509749435,1713511695904,1713515586868,1713510943114,1713511916629,1713515486297,107,113,175
R.E.M. - Shiny Happy People.m4a,1698457698985,225.79,2024-12-02 17:27:01,30,10,3,1710603316276,1710601100737,1710601155937,1710595399151,1710593253332,1713512578887,1713509476215,1713513033409,1713513736545,1713509699931,1713512603081,58,171,181
R.E.M. - Star 69 (Remastered).m4a,1698465328596,188.57,2024-12-02 17:27:05,30,10,3,1710593982234,1710601461514,1710598648665,1710598888644,1710601082299,1713511698432,1713510371958,1713511832847,1713510676283,1713510441558,1713510801181,53,70,169
R.E.M. - Strange Currencies.m4a,1698459812960,232.31,2024-12-02 17:27:10,30,10,3,1710604453843,1710602917358,1710599450135,1710598779657,1710597030907,1713512548700,1713516260644,1713513786957,1713511067875,1713511928727,1713512962953,137,180,185
R.E.M. - Texarkana.m4a,1698464308384,219.56,2024-12-02 17:27:14,30,10,3,1710605103824,1710605982356,1710597344507,1710596836347,1710605756721,1713511511801,1713512869622,1713514139290,1713511366990,1713516229345,1713511446544,119,126,193
R.E.M. - The Great Beyond.m4a,1698461850654,306.51,2024-12-02 17:27:20,30,10,3,1710601086315,1710601467656,1710605925076,1710607000581,1710607230696,1713511742125,1713511866808,1713515970061,1713511573408,1713513676609,1713511199614,53,64,179
"R.E.M. - What’s the Frequency, Kenneth.m4a",1698459854026,240.31,2024-12-02 17:27:52,30,10,3,1710598948060,1710600126866,1710601074993,1710598698107,1710601410768,1713513311196,1713510771614,1713515303139,1713513724479,1713511636186,1713512267238,59,144,185
Radiohead - Creep.m4a,1698457545125,238.64,2024-12-02 17:27:56,30,10,3,1710605919891,1710608538877,1710605125887,1710607751059,1710604554885,1713516236466,1713514375084,1713513282328,1713514410957,1713512998892,1713512915542,41,77,90
Radiohead - Fake Plastic Trees.m4a,1698461095050,290.71,2024-12-02 17:28:01,30,10,3,1710602097170,1710605411228,1710601136546,1710608951441,1710601228619,1713511756528,1713515694140,1713513405041,1713517413186,1713513587081,1713512977803,96,167,172
Radiohead - High and Dry.m4a,1698462179636,257.48,2024-12-02 17:28:05,30,10,3,1710609380565,1710606625926,1710597707139,1710599943851,1710610000464,1713512615698,1713514242046,1713513729400,1713514322386,1713517603125,1713512459597,135,154,218
Radiohead - Karma Police.m4a,1698461274226,264.07,2024-12-02 17:28:10,30,10,3,1710610031636,1710600344626,1710608223861,1710609458035,1710600988323,1713516289396,1713513745488,1713511559194,1713513791772,1713517350075,1713511864504,137,142,234
Rage Against the Machine - Bulls On Parade.m4a,1698466112720,229.47,2024-12-02 17:28:14,30,10,3,1710600949616,1710611084565,1710602132946,1710598458707,1710601576550,1713512572144,1713513013469,1713516839650,1713513028333,1713515089923,1713510906047,47,160,199
Rage Against the Machine - Guerrilla Radio.m4a,1698462793263,206.2,2024-12-02 17:28:19,30,10,3,1710601129283,1710610705504,1710603370897,1710612614159,1710603359134,1713516406850,1713513630284,1713512272332,1713515660630,1713517579151,1713515327972,47,61,120
Rage Against the Machine - No Shelter.m4a,1698461934741,243.76,2024-12-02 17:28:24,30,10,3,1710612798748,1710611579778,1710601941336,1710603321250,1710605569706,1713516615939,1713516263922,1713512332198,1713513119826,1713517754260,1713514965404,66,145,187
Rammstein - Du hast.m4a,1698467439769,234.23,2024-12-02 17:28:28,30,10,3,1710610024623,1710607614833,1710604732466,1710602586626,1710603181617,1713513457605,1713517653467,1713512632101,1713514360780,1713514861882,1713515409013,61,91,181
Rancid - Ruby Soho.m4a,1698461917662,157.59,2024-12-02 17:28:33,30,10,3,1710615093586,1710612483776,1710609954354,1710603103064,1710603766902,1713517222848,1713517609617,1713517655217,1713512410814,1713516635864,1713513250968,117,120,130
Rancid - Time Bomb.m4a,1698470728799,144.59,2024-12-02 17:28:37,30,10,3,1710603728967,1710615023781,1710614999430,1710612791366,1710608881477,1713516160391,1713514144203,1713513673613,1713515451926,1713512538419,1713515533495,54,63,128
Red Hot Chili Peppers - Aeroplane.m4a,1698472422604,284.61,2024-12-02 17:28:42,30,10,3,1710611331665,1710611692525,1710610688901,1710612644801,1710604290029,1713513803323,1713518366260,1713516018403,1713513865723,1713517326626,1713514430004,150,190,255
Red Hot Chili Peppers - Around the World.m4a,1698466720492,238.73,2024-12-02 17:28:46,30,10,3,1710609988499,1710606421938,1710611716787,1710612596680,1710616443859,1713513796652,1713517941250,1713514311809,1713514503695,1713515656096,1713517687124,53,134,219
Red Hot Chili Peppers - Breaking the Girl.m4a,1698464425609,294.69,2024-12-02 17:28:50,30,10,3,1710616789933,1710606165056,1710618815471,1710618044636,1710617869830,1713516030783,1713516114950,1713514755764,1713517885642,1713515173764,1713516193928,48,246,252
Red Hot Chili Peppers - Give It Away.m4a,1698459807900,282.67,2024-12-02 17:28:55,30,10,3,1710614718016,1710618587677,1710614387585,1710605752501,1710615726852,1713514063023,1713513191993,1713517806992,1713516097736,1713514981775,1713514028601,149,149,267
Red Hot Chili Peppers - My Friends.m4a,1698471575095,243.03,2024-12-02 17:28:59,30,10,3,1710618514852,1710617531618,1710619222878,1710616074592,1710618547083,1713514219023,1713516340506,1713519423889,1713516116553,1713517343547,1713518840429,119,164,169
Red Hot Chili Peppers - Scar Tissue.m4a,1698462779330,217.36,2024-12-02 17:29:04,30,10,3,1710618697959,1710617171652,1710619826295,1710613485017,1710620942361,1713516028666,1713513811166,1713519320502,1713519088611,1713516395326,1713520019508,97,132,170
Red Hot Chili Peppers - Soul to Squeeze.m4a,1698463526108,290.4,2024-12-02 17:29:08,30,10,3,1710607684393,1710617639487,1710621294932,1710620527143,1710617331744,1713518547734,1713517000424,1713519267696,1713519133249,1713519080967,1713514153397,55,173,183
Red Hot Chili Peppers - Under the Bridge.m4a,1698472471182,264.21,2024-12-02 17:29:13,30,10,3,1710619182014,1710610544424,1710618945078,1710621050283,1710616960525,1713514982125,1713516750251,1713515308055,1713517280803,1713514036417,1713513950358,69,100,178
Red Hot Chili Peppers - Warped.m4a,1698468097275,304.72,2024-12-02 17:29:17,30,10,3,1710615642806,1710610024195,1710620284045,1710617488517,1710611000568,1713517015112,1713519731951,1713516403000,1713514352966,1713516709797,1713513097247,129,142,164
Reel Big Fish - Sell Out.m4a,1698475307579,227.17,2024-12-02 17:29:21,30,10,3,1710611612601,1710620671157,1710624001583,1710609946850,1710620944780,1713515338927,1713514329217,1713517210868,1713514671891,1713515833955,1713519246656,131,152,169
Refreshments - Banditos.m4a,1698465692904,257.2,2024-12-02 17:29:26,30,10,3,1710623581723,1710613924111,1710624918234,1710624580377,1710624839252,1713519241616,1713517477201,1713520316502,1713519246901,1713519294048,1713519176533,42,201,230
Republica - Ready to Go.m4a,1698477770202,301.93,2024-12-02 17:29:30,30,10,3,1710626534168,1710625743832,1710624776668,1710613779955,1710626608657,1713517444755,1713520060017,1713517478355,1713517015100,1713517593128,1713519740483,87,142,250
Rob Zombie - Dragula.m4a,1698470601145,222.83,2024-12-02 17:29:34,30,10,3,1710626792926,1710627688465,1710623809240,1710624373782,1710620214736,1713514789879,1713521149866,1713517170356,1713517367388,1713517826250,1713516858265,85,106,108
Rob Zombie - Living Dead Girl.m4a,1698477702604,201.4,2024-12-02 17:29:38,30,10,3,1710622746813,1710626327653,1710627013674,1710613722145,1710626411290,1713519157852,1713518953356,1713515922828,1713517921680,1713520972507,1713519073597,48,84,110
Robert Plant - 29 Palms.m4a,1698467367680,291.91,2024-12-02 17:29:42,30,10,3,1710626060517,1710622163702,1710623714215,1710625945932,1710626401746,1713521660457,1713518217025,1713516678327,1713520436466,1713515421416,1713516860847,83,94,178
Robert Plant - Calling to You.m4a,1698474500569,348.11,2024-12-02 17:29:47,30,10,3,1710629101329,1710625638792,1710628357521,1710624097376,1710614428658,1713521567260,1713518590855,1713516390808,1713519455048,1713519297163,1713522025815,63,213,226
Robert Plant - Tie Dye On the Highway.m4a,1698478783170,316.57,2024-12-02 17:29:52,30,10,3,1710624627776,1710628223293,1710627820332,1710614334196,1710627510931,1713517895819,1713515546104,1713517374902,1713519097951,1713520527683,1713517936442,100,106,133
Robyn Hitchcock & The Egyptians - So You Think You're In Love.m4a,1698478712675,154.0,2024-12-02 17:29:56,30,10,3,1710628626983,1710630136296,1710615899629,1710632056687,1710630810968,1713518555063,1713515766545,1713519771978,1713519194168,1713521994456,1713515810366,69,97,128
Rod Stewart - Downtown Train.m4a,1698478381348,280.17,2024-12-02 17:30:01,30,10,3,1710627099865,1710621772335,1710628114814,1710628906885,1710616379335,1713518770946,1713518262018,1713517753278,1713518048422,1713516851240,1713522315754,67,144,245
Roger Daltrey - Days of Light.m4a,1698479826872,222.33,2024-12-02 17:30:05,30,10,3,1710633059886,1710619103031,1710633470101,1710618791615,1710617725505,1713522020547,1713519652351,1713522565415,1713521476429,1713519438824,1713518665331,63,88,94
Roger McGuinn - King of the Hill.m4a,1698468587751,327.0,2024-12-02 17:30:09,30,10,3,1710627631165,1710627306914,1710627679091,1710631874053,1710618532667,1713520864592,1713517371880,1713515865309,1713516390374,1713517736564,1713521132540,44,123,296
"Roger Waters & Bryan Adams - Young Lust (Live In Berlin, 1990).m4a",1698476371026,368.56,2024-12-02 17:30:14,30,10,3,1710627030347,1710625360399,1710633584694,1710632339878,1710625940532,1713522892414,1713518816997,1713518533977,1713518799956,1713517187559,1713522946967,50,73,251
"Roger Waters - What God Wants, Pt. I.m4a",1698471822981,360.16,2024-12-02 17:30:18,30,10,3,1710625470912,1710632382034,1710630841216,1710626956028,1710634343084,1713517043228,1713516611966,1713516781485,1713522532468,1713521306101,1713518248243,134,154,246
Rush - Cold Fire.m4a,1698474981554,267.11,2024-12-02 17:30:48,30,10,3,1710619350558,1710635507477,1710621431033,1710632967640,1710634357356,1713518401895,1713521643901,1713519160052,1713519345131,1713521181403,1713518963488,137,178,202
Rush - Dreamline.m4a,1698473198229,277.15,2024-12-02 17:30:53,30,10,3,1710636040391,1710634038236,1710622148618,1710630482221,1710635178458,1713521382345,1713523266020,1713518644514,1713517945355,1713519179094,1713517947838,195,218,236
Rush - Ghost of a Chance.m4a,1698478269123,319.09,2024-12-02 17:30:58,30,10,3,1710634917207,1710638372707,1710624616368,1710633944464,1710623445215,1713523666857,1713523643070,1713519193359,1713521929941,1713520547290,1713523439581,40,134,176
Rush - Nobody's Hero.m4a,1698473116280,295.34000000000003,2024-12-02 17:31:02,30,10,3,1710638133044,1710639301603,1710630475187,1710634036287,1710638978209,1713522011989,1713521289184,1713522022850,1713523650020,1713521759922,1713522110286,129,138,185
Rush - Roll the Bones.m4a,1698477999651,330.24,2024-12-02 17:31:07,30,10,3,1710625043844,1710638198295,1710625137582,1710628701597,1710625522857,1713518423653,1713524053523,1713518795231,1713520204035,1713522054345,1713520732713,53,100,122
Rush - Stick It Out.m4a,1698478485384,270.98,2024-12-02 17:31:12,30,10,3,1710635373342,1710636966400,1710638555651,1710638996624,1710639011882,1713518442623,1713520722241,1713519493476,1713518545317,1713520583684,1713517912205,65,216,239
Rush - Test for Echo.m4a,1698475376558,355.7,2024-12-02 17:31:17,30,10,3,1710637269180,1710624548689,1710626253203,1710641080070,1710640300453,1713520557331,1713519791032,1713524118456,1713521886386,1713523269229,1713520667731,109,230,325
Saigon Kick - Love Is On the Way.m4a,1698476996414,263.93,2024-12-02 17:31:21,30,10,3,1710640377436,1710639707559,1710635504576,1710644627860,1710638802079,1713524574323,1713517840793,1713524634615,1713519930972,1713524655923,1713520525882,186,212,243
Sammy Hagar - High Hopes.m4a,1698484202373,318.63,2024-12-02 17:31:26,30,10,3,1710633942468,1710627325490,1710642438222,1710627273169,1710640518348,1713523592967,1713519171893,1713521108636,1713520019548,1713520218232,1713519071038,78,192,206
Santana - Put Your Lights On (feat. Everlast).m4a,1698484398777,287.49,2024-12-02 17:31:31,30,10,3,1713198690738,1713202537527,1713203920284,1713199640748,1713202156613,1713518447366,1713519854291,1713523211886,1713524860414,1713522551827,1713522435986,160,211,217
Sass Jordan - High Road Easy.m4a,1698487158841,241.58,2024-12-02 17:31:35,30,10,3,1713197589245,1713204366684,1713195520042,1713199282871,1713203161429,1713518389879,1713519916093,1713519081599,1713524809660,1713525083647,1713523477283,62,92,172
School of Fish - 3 Strange Days.m4a,1698477923559,312.4,2024-12-02 17:31:39,30,10,3,1713203555032,1713195992816,1713196278140,1713199278443,1713204554043,1713525030271,1713520386676,1713525152770,1713521005218,1713520374408,1713520550365,192,204,223
Scorpions - Alien Nation.m4a,1698483229395,343.71,2024-12-02 17:31:44,30,10,3,1713199818909,1713200267592,1713205785350,1713200077879,1713205878950,1713523807124,1713520364893,1713523551733,1713519567944,1713525513504,1713521838613,136,220,248
Scorpions - Tease Me Please Me.m4a,1698484333450,285.4,2024-12-02 17:31:49,30,10,3,1713204229365,1713197514187,1713205839626,1713200466904,1713203815001,1713524010689,1713521833746,1713519698254,1713524583943,1713525476860,1713525405525,67,238,239
Scorpions - Under the Same Sun.m4a,1698479305513,293.73,2024-12-02 17:31:53,30,10,3,1713201385206,1713207021094,1713197900429,1713201789562,1713201135968,1713519890236,1713519030394,1713521322232,1713519344971,1713522380546,1713525882370,60,158,274
Scorpions - Wind of Change.m4a,1698486409816,312.36,2024-12-02 17:31:58,30,10,3,1713205299672,1713206735095,1713206605828,1713205048430,1713202207187,1713521171630,1713523225956,1713521865400,1713519879891,1713521430630,1713519860597,95,106,251
Screaming Trees - All I Know.m4a,1698491109077,235.02,2024-12-02 17:32:03,30,10,3,1713201231647,1713205346030,1713202391238,1713203859933,1713197336648,1713522865912,1713524096630,1713521051427,1713524056603,1713521380514,1713520067883,84,101,155
